"Date","Price","Open","High","Low","Vol.","Change %"
"06/19/2017","1,712.56","1,715.09","1,716.60","1,700.63","4.93M","0.62%"
"06/16/2017","1,701.96","1,701.96","1,711.05","1,692.86","15.98M","0.06%"
"06/15/2017","1,700.95","1,701.96","1,706.50","1,684.78","6.47M","-0.03%"
"06/14/2017","1,701.45","1,696.90","1,715.09","1,691.79","7.99M","0.03%"
"06/13/2017","1,700.95","1,719.63","1,720.64","1,698.42","6.74M","-0.68%"
"06/12/2017","1,712.56","1,706.00","1,715.59","1,700.44","4.50M","-0.15%"
"06/09/2017","1,715.09","1,723.17","1,741.35","1,701.45","7.93M","1.01%"
"06/08/2017","1,697.92","1,704.99","1,719.63","1,697.07","6.38M","-0.44%"
"06/07/2017","1,705.49","1,711.05","1,720.14","1,697.08","7.31M","-0.74%"
"06/06/2017","1,718.12","1,708.52","1,720.64","1,706.50","7.11M","0.59%"
"06/05/2017","1,708.02","1,720.14","1,725.19","1,702.97","5.35M","-0.88%"
"06/02/2017","1,723.17","1,731.25","1,739.83","1,716.60","8.07M","0.15%"
"06/01/2017","1,720.64","1,720.14","1,739.83","1,715.09","10.16M","0.00%"
"05/31/2017","1,720.64","1,695.39","1,729.23","1,690.34","22.74M","1.82%"
"05/30/2017","1,689.83","1,656.50","1,691.35","1,646.91","13.27M","1.79%"
"05/26/2017","1,660.04","1,642.87","1,666.10","1,642.87","7.44M","1.58%"
"05/25/2017","1,634.28","1,651.96","1,656.50","1,629.64","5.19M","-0.95%"
"05/24/2017","1,649.94","1,647.41","1,658.02","1,645.39","6.68M","0.25%"
"05/23/2017","1,645.90","1,653.47","1,676.22","1,642.87","8.33M","-0.76%"
"05/22/2017","1,658.52","1,671.15","1,672.16","1,658.02","5.89M","-0.33%"
"05/19/2017","1,664.08","1,667.61","1,668.34","1,656.00","7.47M","0.58%"
"05/18/2017","1,654.48","1,677.71","1,678.22","1,645.90","9.04M","-1.33%"
"05/17/2017","1,676.70","1,677.21","1,697.37","1,670.14","8.69M","-0.45%"
"05/16/2017","1,684.28","1,675.19","1,706.11","1,668.62","8.07M","0.54%"
"05/15/2017","1,675.19","1,676.70","1,676.70","1,662.06","7.33M","-0.39%"
"05/12/2017","1,681.75","1,666.60","1,681.75","1,651.96","10.34M","2.30%"
"05/11/2017","1,643.88","1,646.40","1,652.46","1,627.72","13.12M","0.15%"
"05/10/2017","1,641.35","1,619.64","1,641.52","1,618.12","9.64M","1.56%"
"05/09/2017","1,616.10","1,602.97","1,619.13","1,600.95","6.04M","0.60%"
"05/08/2017","1,606.50","1,596.91","1,619.52","1,595.90","6.80M","0.16%"
"05/05/2017","1,603.98","1,604.48","1,606.50","1,595.39","5.39M","-0.03%"
"05/04/2017","1,604.48","1,591.35","1,607.51","1,584.03","8.48M","1.21%"
"05/03/2017","1,585.29","1,588.83","1,591.86","1,577.72","5.45M","-0.16%"
"05/02/2017","1,587.82","1,580.24","1,587.82","1,573.68","8.86M","1.42%"
"04/28/2017","1,565.60","1,571.66","1,573.68","1,559.46","8.51M","-0.55%"
"04/27/2017","1,574.18","1,581.76","1,582.77","1,558.68","7.96M","-0.48%"
"04/26/2017","1,581.76","1,606.00","1,622.16","1,578.73","14.07M","-2.06%"
"04/25/2017","1,615.09","1,599.43","1,618.12","1,595.90","6.99M","0.88%"
"04/24/2017","1,600.95","1,601.96","1,607.51","1,589.84","6.80M","1.25%"
"04/21/2017","1,581.25","1,584.79","1,592.22","1,574.18","8.41M","0.19%"
"04/20/2017","1,578.22","1,587.82","1,610.50","1,578.08","9.16M","-0.73%"
"04/19/2017","1,589.84","1,595.90","1,603.47","1,587.31","8.35M","-0.79%"
"04/18/2017","1,602.46","1,664.08","1,665.59","1,602.46","10.41M","-3.67%"
"04/13/2017","1,663.57","1,656.00","1,663.57","1,647.41","6.58M","0.09%"
"04/12/2017","1,662.06","1,660.54","1,668.62","1,654.99","4.92M","0.03%"
"04/11/2017","1,661.55","1,656.50","1,669.13","1,651.45","8.20M","0.43%"
"04/10/2017","1,654.48","1,661.55","1,666.60","1,653.98","5.21M","0.06%"
"04/07/2017","1,653.47","1,653.98","1,664.08","1,646.91","7.20M","0.21%"
"04/06/2017","1,649.94","1,681.89","1,681.89","1,645.90","11.32M","-1.77%"
"04/05/2017","1,679.73","1,683.77","1,686.30","1,665.59","5.59M","0.12%"
"04/04/2017","1,677.71","1,679.73","1,682.76","1,664.24","6.68M","0.24%"
"04/03/2017","1,673.67","1,677.71","1,689.33","1,670.14","10.34M","-0.15%"
"03/31/2017","1,676.20","1,697.41","1,714.44","1,676.20","9.98M","-1.16%"
"03/30/2017","1,695.89","1,702.97","1,709.03","1,690.24","7.78M","0.03%"
"03/29/2017","1,695.39","1,701.96","1,706.50","1,682.26","7.57M","0.09%"
"03/28/2017","1,693.87","1,689.83","1,715.09","1,686.13","5.97M","0.00%"
"03/27/2017","1,693.87","1,682.26","1,694.04","1,675.69","5.62M","0.39%"
"03/24/2017","1,687.31","1,694.38","1,694.38","1,678.98","5.56M","-0.27%"
"03/23/2017","1,691.85","1,687.81","1,693.37","1,679.73","5.14M","0.27%"
"03/22/2017","1,687.31","1,691.85","1,703.71","1,686.30","8.01M","-0.60%"
"03/21/2017","1,697.41","1,706.00","1,706.00","1,689.83","6.49M","-0.47%"
"03/20/2017","1,705.49","1,698.93","1,706.50","1,693.37","4.10M","0.06%"
"03/17/2017","1,704.48","1,699.43","1,709.70","1,687.06","16.86M","-0.18%"
"03/16/2017","1,707.51","1,702.46","1,710.54","1,695.89","7.93M","0.48%"
"03/15/2017","1,699.43","1,703.98","1,708.52","1,696.90","5.19M","-0.36%"
"03/14/2017","1,705.49","1,700.95","1,709.53","1,698.04","5.82M","0.66%"
"03/13/2017","1,694.38","1,688.82","1,698.42","1,681.75","4.14M","0.30%"
"03/10/2017","1,689.33","1,691.85","1,695.89","1,683.52","5.11M","0.06%"
"03/09/2017","1,688.32","1,682.26","1,691.85","1,676.20","5.77M","0.00%"
"03/08/2017","1,688.32","1,687.31","1,694.88","1,662.06","7.78M","-0.21%"
"03/07/2017","1,691.85","1,698.93","1,704.99","1,681.75","8.77M","-0.56%"
"03/06/2017","1,701.45","1,696.90","1,705.49","1,692.36","4.20M","-0.21%"
"03/03/2017","1,704.99","1,687.81","1,710.09","1,686.30","6.14M","0.75%"
"03/02/2017","1,692.36","1,676.20","1,692.36","1,674.18","7.42M","0.54%"
"03/01/2017","1,683.27","1,668.12","1,683.44","1,658.52","8.27M","1.12%"
"02/28/2017","1,664.58","1,666.60","1,670.64","1,656.00","7.80M","0.21%"
"02/27/2017","1,661.05","1,662.56","1,666.73","1,651.45","4.77M","0.30%"
"02/24/2017","1,656.00","1,647.92","1,675.69","1,635.29","5.04M","0.43%"
"02/23/2017","1,648.93","1,646.91","1,668.12","1,640.23","4.90M","-1.27%"
"02/22/2017","1,670.14","1,666.60","1,671.65","1,651.76","6.68M","0.49%"
"02/21/2017","1,662.06","1,652.97","1,666.10","1,651.45","7.34M","0.55%"
"02/20/2017","1,652.97","1,651.45","1,658.52","1,646.40","6.18M","-0.18%"
"02/17/2017","1,656.00","1,638.32","1,656.13","1,627.21","11.34M","1.39%"
"02/16/2017","1,633.27","1,621.66","1,642.61","1,617.11","9.02M","1.41%"
"02/15/2017","1,610.54","1,610.54","1,612.17","1,597.92","6.56M","1.11%"
"02/14/2017","1,592.87","1,585.80","1,607.37","1,578.22","9.93M","-0.19%"
"02/13/2017","1,595.90","1,601.45","1,604.48","1,590.85","9.38M","-0.69%"
"02/10/2017","1,607.01","1,601.96","1,612.06","1,589.84","8.95M","0.89%"
"02/09/2017","1,592.87","1,578.73","1,605.49","1,571.42","7.96M","0.93%"
"02/08/2017","1,578.22","1,571.66","1,588.83","1,532.77","11.56M","0.00%"
"02/07/2017","1,578.22","1,580.24","1,591.86","1,576.20","7.25M","0.42%"
"02/06/2017","1,571.66","1,566.10","1,579.23","1,560.55","5.40M","0.55%"
"02/03/2017","1,563.07","1,563.07","1,570.14","1,559.03","4.76M","0.65%"
"02/02/2017","1,552.97","1,539.34","1,563.58","1,533.78","5.81M","0.16%"
"02/01/2017","1,550.45","1,557.52","1,586.45","1,548.43","5.82M","0.46%"
"01/31/2017","1,543.38","1,556.51","1,559.03","1,542.05","7.78M","-0.36%"
"01/30/2017","1,548.93","1,530.24","1,550.45","1,526.71","5.86M","0.89%"
"01/27/2017","1,535.30","1,544.39","1,544.39","1,531.25","8.33M","-0.59%"
"01/26/2017","1,544.39","1,544.39","1,548.43","1,536.81","7.47M","0.46%"
"01/25/2017","1,537.32","1,546.41","1,550.95","1,534.28","6.09M","-0.10%"
"01/24/2017","1,538.83","1,555.50","1,557.01","1,532.46","6.83M","-0.23%"
"01/23/2017","1,542.37","1,552.47","1,554.99","1,537.32","6.88M","-1.26%"
"01/20/2017","1,562.06","1,565.60","1,574.10","1,558.02","6.20M","-0.42%"
"01/19/2017","1,568.63","1,577.21","1,582.77","1,564.59","6.25M","-0.48%"
"01/18/2017","1,576.20","1,578.22","1,582.77","1,568.12","7.95M","0.58%"
"01/17/2017","1,567.11","1,589.84","1,597.41","1,565.60","6.60M","-1.83%"
"01/16/2017","1,596.40","1,607.51","1,616.61","1,595.39","4.86M","-0.32%"
"01/13/2017","1,601.45","1,595.90","1,601.60","1,586.81","6.62M","1.24%"
"01/12/2017","1,581.76","1,595.39","1,595.39","1,577.72","9.81M","-0.98%"
"01/11/2017","1,597.41","1,607.51","1,621.66","1,594.89","5.66M","-0.78%"
"01/10/2017","1,610.04","1,620.65","1,636.30","1,606.50","4.30M","-0.13%"
"01/09/2017","1,612.06","1,605.49","1,618.63","1,597.92","5.15M","0.79%"
"01/06/2017","1,599.43","1,597.41","1,606.50","1,592.87","3.77M","0.00%"
"01/05/2017","1,599.43","1,587.31","1,600.44","1,584.28","4.94M","0.76%"
"01/04/2017","1,587.31","1,580.24","1,588.86","1,571.15","4.94M","0.61%"
"01/03/2017","1,577.72","1,579.23","1,589.85","1,567.62","6.19M","0.00%"
"12/30/2016","1,577.72","1,571.66","1,577.72","1,567.62","3.74M","-0.03%"
"12/29/2016","1,578.22","1,558.53","1,579.23","1,557.01","4.39M","0.71%"
"12/28/2016","1,567.11","1,564.59","1,576.20","1,556.32","4.29M","0.16%"
"12/23/2016","1,564.59","1,554.49","1,564.59","1,553.98","1.64M","0.29%"
"12/22/2016","1,560.04","1,541.36","1,560.51","1,539.84","4.10M","1.08%"
"12/21/2016","1,543.38","1,545.40","1,552.65","1,538.79","3.65M","-0.59%"
"12/20/2016","1,552.47","1,549.94","1,572.32","1,542.87","7.46M","0.26%"
"12/19/2016","1,548.43","1,545.40","1,551.46","1,528.22","4.78M","0.46%"
"12/16/2016","1,541.36","1,536.31","1,563.17","1,533.17","10.67M","0.69%"
"12/15/2016","1,530.75","1,515.09","1,538.83","1,502.97","8.14M","1.71%"
"12/14/2016","1,504.99","1,511.05","1,515.06","1,500.13","6.54M","-0.70%"
"12/13/2016","1,515.60","1,491.36","1,519.64","1,486.31","6.76M","2.01%"
"12/12/2016","1,485.80","1,494.89","1,497.42","1,479.24","8.16M","-0.47%"
"12/09/2016","1,492.87","1,480.75","1,497.42","1,477.72","13.44M","1.23%"
"12/08/2016","1,474.69","1,480.25","1,484.79","1,471.47","8.59M","-0.17%"
"12/07/2016","1,477.22","1,477.72","1,486.31","1,468.13","9.88M","0.17%"
"12/06/2016","1,474.69","1,472.17","1,477.72","1,461.06","6.25M","0.07%"
"12/05/2016","1,473.68","1,473.68","1,498.93","1,472.42","6.01M","-0.55%"
"12/02/2016","1,481.76","1,476.71","1,486.31","1,466.11","5.24M","-0.10%"
"12/01/2016","1,483.28","1,488.33","1,503.27","1,473.36","9.45M","-1.81%"
"11/30/2016","1,510.55","1,522.16","1,535.80","1,510.10","14.17M","-0.83%"
"11/29/2016","1,523.17","1,537.32","1,554.84","1,519.51","7.34M","-1.28%"
"11/28/2016","1,542.87","1,549.44","1,559.54","1,539.34","4.90M","-0.84%"
"11/25/2016","1,556.00","1,535.30","1,563.58","1,535.30","6.03M","1.15%"
"11/24/2016","1,538.33","1,524.69","1,551.21","1,521.15","5.09M","1.20%"
"11/23/2016","1,520.14","1,533.78","1,538.79","1,512.94","8.47M","0.10%"
"11/22/2016","1,518.63","1,531.76","1,553.98","1,516.48","8.07M","-0.79%"
"11/21/2016","1,530.75","1,542.37","1,543.38","1,523.68","6.90M","-0.46%"
"11/18/2016","1,537.82","1,545.40","1,550.45","1,531.76","5.11M","-0.07%"
"11/17/2016","1,538.83","1,538.83","1,539.34","1,518.63","9.24M","-0.16%"
"11/16/2016","1,541.36","1,551.46","1,553.98","1,537.07","6.32M","-0.55%"
"11/15/2016","1,549.94","1,561.56","1,582.71","1,545.90","7.85M","-0.20%"
"11/14/2016","1,552.97","1,561.05","1,570.65","1,548.43","6.36M","0.20%"
"11/11/2016","1,549.94","1,590.85","1,592.36","1,544.82","11.15M","-2.48%"
"11/10/2016","1,589.33","1,631.76","1,636.30","1,571.48","12.49M","-1.63%"
"11/09/2016","1,615.59","1,586.81","1,632.77","1,583.27","19.34M","2.73%"
"11/08/2016","1,572.67","1,563.58","1,579.23","1,559.54","7.28M","0.52%"
"11/07/2016","1,564.59","1,563.58","1,584.55","1,556.51","7.73M","1.34%"
"11/04/2016","1,543.88","1,547.42","1,570.14","1,533.09","10.40M","-1.64%"
"11/03/2016","1,569.64","1,604.48","1,622.66","1,568.37","8.64M","-3.27%"
"11/02/2016","1,622.67","1,618.63","1,640.34","1,615.09","10.19M","0.16%"
"11/01/2016","1,620.14","1,622.67","1,633.27","1,612.89","7.72M","-0.90%"
"10/31/2016","1,634.79","1,639.84","1,650.95","1,620.14","8.92M","-0.55%"
"10/28/2016","1,643.88","1,659.03","1,662.90","1,639.33","14.88M","-0.18%"
"10/27/2016","1,646.91","1,642.87","1,665.09","1,632.77","12.48M","0.25%"
"10/26/2016","1,642.87","1,652.46","1,676.70","1,608.27","11.34M","-0.18%"
"10/25/2016","1,645.90","1,666.10","1,668.12","1,644.38","11.15M","-0.70%"
"10/24/2016","1,657.51","1,684.78","1,686.80","1,657.18","7.58M","-1.06%"
"10/21/2016","1,675.19","1,677.21","1,683.27","1,665.59","10.91M","-0.42%"
"10/20/2016","1,682.26","1,684.28","1,689.83","1,666.10","7.42M","0.03%"
"10/19/2016","1,681.75","1,683.77","1,686.81","1,673.17","4.83M","-0.12%"
"10/18/2016","1,683.77","1,683.77","1,694.38","1,673.67","6.76M","0.12%"
"10/17/2016","1,681.75","1,697.41","1,707.01","1,681.42","8.56M","-1.54%"
"10/14/2016","1,708.02","1,718.12","1,723.17","1,705.45","7.25M","-0.53%"
"10/13/2016","1,717.11","1,725.69","1,727.21","1,700.44","8.79M","0.00%"
"10/12/2016","1,717.11","1,730.74","1,741.35","1,714.08","6.06M","-1.11%"
"10/11/2016","1,736.30","1,739.33","1,763.13","1,731.25","6.04M","-0.20%"
"10/10/2016","1,739.83","1,733.27","1,744.38","1,722.66","4.97M","0.79%"
"10/07/2016","1,726.20","1,707.01","1,733.45","1,701.96","7.19M","1.70%"
"10/06/2016","1,697.41","1,711.55","1,711.55","1,691.35","5.29M","-0.50%"
"10/05/2016","1,706.00","1,708.02","1,710.04","1,695.89","5.72M","-0.41%"
"10/04/2016","1,713.07","1,689.83","1,725.69","1,685.79","17.24M","1.86%"
"10/03/2016","1,681.75","1,669.13","1,691.24","1,652.46","7.86M","1.34%"
"09/30/2016","1,659.53","1,661.55","1,661.55","1,642.21","7.93M","-0.27%"
"09/29/2016","1,664.08","1,670.64","1,681.25","1,658.52","4.81M","-0.45%"
"09/28/2016","1,671.65","1,662.56","1,687.81","1,661.55","6.61M","1.07%"
"09/27/2016","1,653.98","1,661.55","1,670.64","1,643.37","4.24M","0.24%"
"09/26/2016","1,649.94","1,664.58","1,665.59","1,649.94","4.34M","-1.18%"
"09/23/2016","1,669.63","1,666.10","1,671.48","1,660.04","3.77M","0.24%"
"09/22/2016","1,665.59","1,656.00","1,669.73","1,645.39","4.75M","1.20%"
"09/21/2016","1,645.90","1,671.65","1,673.09","1,643.88","5.49M","-0.94%"
"09/20/2016","1,661.55","1,645.39","1,672.61","1,638.95","6.98M","-0.03%"
"09/19/2016","1,662.06","1,643.88","1,662.56","1,640.85","6.68M","1.83%"
"09/16/2016","1,632.26","1,641.35","1,654.99","1,629.23","10.78M","-0.49%"
"09/15/2016","1,640.34","1,634.79","1,642.18","1,623.17","5.76M","0.65%"
"09/14/2016","1,629.74","1,601.96","1,638.32","1,599.43","7.50M","1.03%"
"09/13/2016","1,613.07","1,616.61","1,644.17","1,612.06","8.82M","0.31%"
"09/12/2016","1,608.02","1,599.94","1,616.10","1,597.41","5.91M","-0.47%"
"09/09/2016","1,615.59","1,637.31","1,640.34","1,610.54","6.47M","-1.54%"
"09/08/2016","1,640.85","1,647.41","1,661.05","1,637.82","6.46M","-0.49%"
"09/07/2016","1,648.93","1,641.86","1,649.94","1,634.28","5.58M","0.06%"
"09/06/2016","1,647.92","1,667.11","1,710.04","1,642.33","4.76M","-0.79%"
"09/05/2016","1,661.05","1,668.62","1,678.72","1,656.60","3.57M","-0.63%"
"09/02/2016","1,671.65","1,618.63","1,678.22","1,617.11","11.15M","3.47%"
"09/01/2016","1,615.59","1,663.57","1,665.09","1,613.07","7.09M","-2.41%"
"08/31/2016","1,655.49","1,657.51","1,667.11","1,646.40","6.41M","-0.33%"
"08/30/2016","1,661.05","1,661.55","1,669.63","1,656.00","6.58M","-0.30%"
"08/26/2016","1,666.10","1,671.15","1,671.15","1,655.49","5.33M","-0.21%"
"08/25/2016","1,669.63","1,658.02","1,673.17","1,645.31","7.30M","-0.33%"
"08/24/2016","1,675.19","1,677.71","1,693.05","1,668.75","3.40M","-0.21%"
"08/23/2016","1,678.72","1,686.80","1,689.83","1,676.70","3.74M","-0.12%"
"08/22/2016","1,680.74","1,688.32","1,695.39","1,668.12","4.19M","-0.27%"
"08/19/2016","1,685.29","1,691.85","1,696.90","1,681.75","4.97M","-0.36%"
"08/18/2016","1,691.35","1,702.46","1,704.03","1,686.77","5.42M","-0.36%"
"08/17/2016","1,697.41","1,712.06","1,720.14","1,694.88","5.31M","-0.53%"
"08/16/2016","1,706.50","1,724.18","1,732.13","1,703.98","5.14M","-1.31%"
"08/15/2016","1,729.23","1,713.57","1,731.75","1,706.59","4.19M","1.24%"
"08/12/2016","1,708.02","1,706.00","1,733.77","1,699.94","4.12M","-0.06%"
"08/11/2016","1,709.03","1,704.48","1,718.62","1,697.41","6.77M","-0.32%"
"08/10/2016","1,714.58","1,700.95","1,727.44","1,695.89","7.52M","0.74%"
"08/09/2016","1,701.96","1,697.92","1,705.93","1,686.30","6.73M","0.42%"
"08/08/2016","1,694.88","1,707.01","1,708.02","1,680.74","7.72M","-0.97%"
"08/05/2016","1,711.55","1,723.67","1,724.86","1,693.87","6.90M","-0.27%"
"08/04/2016","1,716.10","1,690.34","1,722.66","1,664.58","7.60M","1.58%"
"08/03/2016","1,689.33","1,709.53","1,712.06","1,676.70","6.30M","-1.04%"
"08/02/2016","1,707.01","1,722.16","1,733.20","1,701.96","6.22M","-0.62%"
"08/01/2016","1,717.61","1,704.48","1,722.54","1,696.90","5.86M","0.74%"
"07/29/2016","1,704.99","1,719.13","1,725.19","1,704.48","7.70M","-0.68%"
"07/28/2016","1,716.60","1,720.64","1,733.77","1,710.04","7.56M","0.18%"
"07/27/2016","1,713.57","1,692.36","1,731.25","1,675.19","8.46M","1.77%"
"07/26/2016","1,683.77","1,685.29","1,695.64","1,676.58","7.25M","0.60%"
"07/25/2016","1,673.67","1,684.28","1,689.83","1,666.86","3.62M","-0.15%"
"07/22/2016","1,676.20","1,654.99","1,680.87","1,650.57","4.24M","1.31%"
"07/21/2016","1,654.48","1,674.68","1,680.24","1,651.27","8.05M","-1.74%"
"07/20/2016","1,683.77","1,681.75","1,694.31","1,670.64","4.28M","0.76%"
"07/19/2016","1,671.15","1,665.09","1,679.23","1,658.14","3.85M","0.15%"
"07/18/2016","1,668.62","1,666.60","1,676.20","1,656.50","5.61M","0.12%"
"07/15/2016","1,666.60","1,649.43","1,670.64","1,643.88","8.50M","1.32%"
"07/14/2016","1,644.89","1,682.76","1,688.82","1,642.36","10.90M","-1.06%"
"07/13/2016","1,662.56","1,650.95","1,673.17","1,641.35","8.02M","0.43%"
"07/12/2016","1,655.49","1,678.22","1,679.73","1,642.58","7.70M","-1.41%"
"07/11/2016","1,679.23","1,678.22","1,707.28","1,664.58","6.74M","0.61%"
"07/08/2016","1,669.13","1,674.68","1,679.20","1,626.41","7.07M","-0.33%"
"07/07/2016","1,674.68","1,676.70","1,691.35","1,668.12","6.33M","0.36%"
"07/06/2016","1,668.62","1,669.63","1,683.27","1,649.43","10.85M","0.43%"
"07/05/2016","1,661.55","1,612.56","1,668.46","1,608.52","10.84M","2.75%"
"07/04/2016","1,617.11","1,618.12","1,632.77","1,614.58","5.63M","0.06%"
"07/01/2016","1,616.10","1,632.26","1,637.31","1,596.91","10.82M","-0.28%"
"06/30/2016","1,620.65","1,575.70","1,621.13","1,553.98","11.86M","2.89%"
"06/29/2016","1,575.19","1,541.86","1,575.19","1,517.75","11.31M","3.01%"
"06/28/2016","1,529.23","1,531.76","1,537.32","1,501.96","11.03M","1.75%"
"06/27/2016","1,502.97","1,479.74","1,525.19","1,477.22","14.18M","0.40%"
"06/24/2016","1,496.91","1,411.56","1,515.09","1,376.72","25.80M","3.71%"
"06/23/2016","1,443.38","1,441.36","1,459.54","1,429.74","5.30M","0.67%"
"06/22/2016","1,433.78","1,436.81","1,447.92","1,423.18","5.94M","0.21%"
"06/21/2016","1,430.75","1,424.69","1,438.66","1,418.13","7.93M","-0.04%"
"06/20/2016","1,431.26","1,419.64","1,445.40","1,414.59","7.79M","2.13%"
"06/17/2016","1,401.46","1,419.14","1,425.70","1,399.44","9.38M","-0.82%"
"06/16/2016","1,413.08","1,406.01","1,419.47","1,396.31","5.87M","0.04%"
"06/15/2016","1,412.57","1,411.06","1,432.27","1,409.54","6.46M","0.36%"
"06/14/2016","1,407.52","1,426.71","1,430.25","1,403.95","7.97M","-1.59%"
"06/13/2016","1,430.25","1,422.17","1,444.57","1,422.17","6.80M","0.18%"
"06/10/2016","1,427.72","1,448.93","1,449.44","1,418.30","7.70M","-1.87%"
"06/09/2016","1,455.00","1,465.10","1,465.10","1,446.41","5.57M","-0.65%"
"06/08/2016","1,464.59","1,472.67","1,474.19","1,457.52","5.22M","-0.82%"
"06/07/2016","1,476.71","1,485.30","1,490.85","1,470.15","6.55M","-0.58%"
"06/06/2016","1,485.30","1,474.69","1,496.16","1,473.68","4.77M","0.79%"
"06/03/2016","1,473.68","1,469.14","1,488.83","1,460.05","6.13M","1.00%"
"06/02/2016","1,459.04","1,461.06","1,467.12","1,449.44","5.72M","-0.21%"
"06/01/2016","1,462.07","1,456.01","1,469.64","1,450.28","5.69M","0.17%"
"05/31/2016","1,459.54","1,470.65","1,474.02","1,454.15","8.06M","-0.52%"
"05/27/2016","1,467.12","1,471.66","1,472.67","1,459.04","4.11M","-0.31%"
"05/26/2016","1,471.66","1,462.07","1,473.32","1,462.07","4.16M","0.21%"
"05/25/2016","1,468.63","1,460.55","1,469.64","1,459.23","4.54M","0.66%"
"05/24/2016","1,459.04","1,451.96","1,466.61","1,445.90","5.62M","0.45%"
"05/23/2016","1,452.47","1,452.97","1,462.07","1,443.38","4.61M","0.14%"
"05/20/2016","1,450.45","1,434.29","1,461.48","1,434.29","6.09M","2.03%"
"05/19/2016","1,421.66","1,452.47","1,455.50","1,421.66","6.42M","-2.09%"
"05/18/2016","1,451.96","1,454.49","1,462.91","1,447.59","7.53M","-0.45%"
"05/17/2016","1,458.53","1,473.68","1,494.49","1,457.52","3.96M","-0.41%"
"05/16/2016","1,464.59","1,462.07","1,464.59","1,447.42","4.18M","-0.21%"
"05/13/2016","1,467.62","1,454.49","1,469.14","1,446.41","5.40M","0.83%"
"05/12/2016","1,455.50","1,471.66","1,486.31","1,453.48","4.28M","-2.30%"
"05/11/2016","1,489.84","1,487.82","1,493.38","1,481.26","4.68M","0.00%"
"05/10/2016","1,489.84","1,484.79","1,495.90","1,474.69","6.29M","0.68%"
"05/09/2016","1,479.74","1,465.10","1,481.76","1,460.05","5.47M","1.74%"
"05/06/2016","1,454.49","1,470.65","1,474.69","1,447.92","5.27M","-0.66%"
"05/05/2016","1,464.09","1,468.13","1,473.18","1,457.52","4.35M","-0.10%"
"05/04/2016","1,465.60","1,486.31","1,493.38","1,453.34","7.37M","-1.39%"
"05/03/2016","1,486.31","1,490.35","1,494.89","1,468.13","6.64M","0.86%"
"04/29/2016","1,473.68","1,494.89","1,497.42","1,473.24","7.34M","-2.01%"
"04/28/2016","1,503.98","1,499.94","1,503.98","1,480.25","6.03M","0.03%"
"04/27/2016","1,503.48","1,465.60","1,515.09","1,457.02","9.93M","2.06%"
"04/26/2016","1,473.18","1,490.85","1,496.91","1,463.08","6.07M","-1.09%"
"04/25/2016","1,489.34","1,501.46","1,507.11","1,488.83","4.20M","-0.71%"
"04/22/2016","1,499.94","1,514.59","1,518.64","1,491.36","5.01M","-1.23%"
"04/21/2016","1,518.63","1,511.05","1,521.15","1,491.36","6.87M","0.53%"
"04/20/2016","1,510.55","1,516.61","1,517.11","1,492.69","6.23M","-0.37%"
"04/19/2016","1,516.10","1,525.19","1,528.73","1,509.03","6.13M","-0.60%"
"04/18/2016","1,525.19","1,513.07","1,529.74","1,512.06","5.07M","0.27%"
"04/15/2016","1,521.15","1,519.64","1,526.20","1,513.97","7.66M","0.27%"
"04/14/2016","1,517.11","1,507.52","1,519.98","1,499.44","8.54M","0.87%"
"04/13/2016","1,503.98","1,501.96","1,547.51","1,493.72","7.03M","0.68%"
"04/12/2016","1,493.88","1,482.77","1,494.39","1,470.15","4.87M","0.92%"
"04/11/2016","1,480.25","1,483.78","1,489.13","1,471.66","4.32M","-0.41%"
"04/08/2016","1,486.31","1,490.85","1,498.43","1,477.34","6.33M","-0.20%"
"04/07/2016","1,489.34","1,483.78","1,498.93","1,476.21","6.92M","0.89%"
"04/06/2016","1,476.21","1,438.98","1,477.72","1,433.65","8.10M","3.00%"
"04/05/2016","1,433.28","1,432.27","1,442.37","1,419.14","6.53M","-0.60%"
"04/04/2016","1,441.86","1,428.73","1,443.88","1,421.16","5.87M","0.92%"
"04/01/2016","1,428.73","1,415.60","1,431.26","1,399.95","9.01M","0.18%"
"03/31/2016","1,426.21","1,425.20","1,428.73","1,417.19","6.86M","0.00%"
"03/30/2016","1,426.21","1,421.66","1,434.29","1,420.65","9.19M","1.44%"
"03/29/2016","1,406.01","1,405.00","1,411.06","1,393.38","5.30M","0.18%"
"03/24/2016","1,403.48","1,406.01","1,412.57","1,398.43","4.21M","-0.50%"
"03/23/2016","1,410.55","1,412.07","1,415.60","1,406.01","6.28M","-0.04%"
"03/22/2016","1,411.06","1,393.89","1,451.03","1,379.24","13.16M","0.90%"
"03/21/2016","1,398.43","1,396.92","1,412.07","1,386.31","4.50M","-0.04%"
"03/18/2016","1,398.94","1,414.59","1,418.25","1,392.88","12.09M","-1.04%"
"03/17/2016","1,413.58","1,433.78","1,451.46","1,397.93","9.39M","-0.89%"
"03/16/2016","1,426.21","1,428.23","1,432.27","1,407.84","6.17M","-0.28%"
"03/15/2016","1,430.25","1,426.71","1,437.82","1,418.78","5.98M","0.43%"
"03/14/2016","1,424.19","1,417.62","1,433.78","1,411.06","5.70M","0.86%"
"03/11/2016","1,412.07","1,414.59","1,423.09","1,406.01","4.96M","0.87%"
"03/10/2016","1,399.95","1,425.70","1,435.80","1,399.81","7.17M","-1.21%"
